bezirk,gruppe,jahr_2010,jahr_2022,differenz_2022_minus_2010
Kilchberg (ZH),mean_erw_18_64,43.164096343787904,42.492994179780126,-0.6711021640077774
Kilchberg (ZH),mean_erw_65plus,77.06057076295865,76.07739557739558,-0.9831751855630699
Kleinandelfingen,mean_kinder_0_12,6.7727272727272725,6.075342465753424,-0.6973848069738482
Kleinandelfingen,mean_erw_18_64,43.704510108864696,42.20266272189349,-1.5018473869712068
Kleinandelfingen,mean_erw_65plus,74.92935982339957,74.65064102564102,-0.27871879775854325
Kloten,mean_kinder_0_12,6.475988100297492,6.490785645004849,0.014797544707357169
Kloten,mean_erw_18_64,41.06695146718958,40.543541304167704,-0.5234101630218788
Kloten,mean_erw_65plus,76.23019086176981,74.94580645161291,-1.2843844101569033
Knonau,mean_kinder_0_12,6.77720207253886,6.203065134099617,-0.574136938439243
Knonau,mean_erw_18_64,43.11201629327902,42.08108108108108,-1.0309352121979387
Knonau,mean_erw_65plus,74.67418546365914,74.73454545454545,0.06035999088631172
Küsnacht (ZH),mean_kinder_0_12,6.61302276336686,6.300187617260788,-0.31283514610607277
Küsnacht (ZH),mean_erw_18_64,43.45750409740108,43.2119769481333,-0.24552714926777952
Küsnacht (ZH),mean_erw_65plus,77.15091164095372,76.080547112462,-1.070364528491723
Langnau am Albis,mean_kinder_0_12,6.617271835132483,6.53392658509455,-0.08334525003793303
Langnau am Albis,mean_erw_18_64,42.523022919677885,42.029773897470335,-0.49324902220755007
Langnau am Albis,mean_erw_65plus,76.8125,74.39831059129305,-2.414189408706946
Laufen-Uhwiesen,mean_kinder_0_12,7.109826589595376,7.044776119402985,-0.06505047019239107
Laufen-Uhwiesen,mean_erw_18_64,45.171875,42.70229007633588,-2.4695849236641223
Laufen-Uhwiesen,mean_erw_65plus,75.9074074074074,74.30868167202573,-1.5987257353816773
Lindau,mean_kinder_0_12,6.626740947075209,6.706489675516224,0.07974872844101455
Lindau,mean_erw_18_64,43.01981579681831,42.26876513317191,-0.7510506636463958
Lindau,mean_erw_65plus,74.97980684811237,73.43679775280899,-1.5430090953033897
Lufingen,mean_kinder_0_12,6.399014778325123,6.481884057971015,0.08286927964589186
Lufingen,mean_erw_18_64,42.7428262046562,42.57792754844145,-0.16489865621474564
Lufingen,mean_erw_65plus,73.63586956521739,73.405,-0.23086956521738955
Marthalen,mean_kinder_0_12,6.460629921259843,6.412322274881516,-0.0483076463783263
Marthalen,mean_erw_18_64,43.49611734253667,41.69320843091335,-1.8029089116233195
Marthalen,mean_erw_65plus,74.37641723356009,74.57328990228012,0.19687266872003306
Maschwanden,mean_kinder_0_12,7.2,6.728395061728395,-0.47160493827160543
Maschwanden,mean_erw_18_64,45.54475703324808,42.38107416879795,-3.1636828644501307
Maschwanden,mean_erw_65plus,75.80833333333334,74.57,-1.238333333333344
Maur,mean_kinder_0_12,6.83134328358209,6.914735099337748,0.08339181575565835
Maur,mean_erw_18_64,44.25187452180566,42.966627138743014,-1.2852473830626465
Maur,mean_erw_65plus,76.56720890410959,74.07344332091537,-2.493765583194218
Meilen,mean_kinder_0_12,6.686418458311484,6.140854472630173,-0.5455639856813104
Meilen,mean_erw_18_64,43.76586308846941,42.75842405391394,-1.0074390345554676
Meilen,mean_erw_65plus,76.81095136127256,75.72082132564842,-1.0901300356241421
Mettmenstetten,mean_kinder_0_12,6.47926267281106,6.91858407079646,0.4393213979854007
Mettmenstetten,mean_erw_18_64,42.806470762837634,42.321647994217564,-0.4848227686200701
Mettmenstetten,mean_erw_65plus,74.92504570383912,73.49514563106796,-1.4299000727711615
Männedorf,mean_kinder_0_12,6.778801843317972,6.494609164420485,-0.28419267889748756
Männedorf,mean_erw_18_64,43.66514676546024,42.64660691421255,-1.018539851247695
Männedorf,mean_erw_65plus,77.10413354531002,75.13435611343562,-1.9697774318744052
Mönchaltorf,mean_kinder_0_12,6.717391304347826,6.632701421800948,-0.08468988254687826
Mönchaltorf,mean_erw_18_64,42.61158072696534,43.19259919750334,0.5810184705379982
Mönchaltorf,mean_erw_65plus,75.08183632734531,72.7664,-2.31543632734531
Neerach,mean_kinder_0_12,6.498567335243553,6.491961414790997,-0.006605920452556369
Neerach,mean_erw_18_64,45.506360078277886,43.81493975903614,-1.6914203192417432
Neerach,mean_erw_65plus,74.57633587786259,72.94,-1.6363358778625923
Neftenbach,mean_kinder_0_12,6.992977528089888,6.3290960451977405,-0.6638814828921475
Neftenbach,mean_erw_18_64,43.888479001135074,41.709769296496724,-2.178709704638351
Neftenbach,mean_erw_65plus,75.0183887915937,73.7341211225997,-1.2842676689939907
Niederglatt,mean_kinder_0_12,6.6103896103896105,6.678200692041522,0.06781108165191174
Niederglatt,mean_erw_18_64,42.072642062097245,41.301515640116094,-0.7711264219811511
Niederglatt,mean_erw_65plus,74.99226519337016,74.58084772370486,-0.41141746966529524
Niederhasli,mean_kinder_0_12,6.471636952998379,6.708860759493671,0.23722380649529207
Niederhasli,mean_erw_18_64,42.03216229589312,40.84610015704066,-1.1860621388524635
Niederhasli,mean_erw_65plus,75.17231134878193,73.31386224934612,-1.8584490994358163
Niederweningen,mean_kinder_0_12,6.74468085106383,6.694656488549619,-0.05002436251421116
Niederweningen,mean_erw_18_64,43.42227848101266,42.34022346368715,-1.0820550173255086
Niederweningen,mean_erw_65plus,74.51660516605166,73.7530487804878,-0.7635563855638594
Nürensdorf,mean_kinder_0_12,6.65414710485133,6.467391304347826,-0.18675580050350415
Nürensdorf,mean_erw_18_64,43.78876927553099,42.7047817047817,-1.0839875707492865
Nürensdorf,mean_erw_65plus,75.90154298310065,73.27479338842976,-2.6267495946708976
Oberembrach,mean_kinder_0_12,6.675675675675675,7.429906542056075,0.7542308663803992
Oberembrach,mean_erw_18_64,44.7,43.01238390092879,-1.6876160990712137
Oberembrach,mean_erw_65plus,75.39917695473251,74.60843373493977,-0.7907432197927449
Oberengstringen,mean_kinder_0_12,6.470326409495549,6.101369863013699,-0.36895654648184983
Oberengstringen,mean_erw_18_64,41.81190150478796,41.14986170480262,-0.6620397999853438
